corpus_id,domain,strategy,chunk_size,embedding_model,chunking_time_ms,embedding_time_ms,num_chunks,mean_chunk_tokens,std_chunk_tokens,hit_rate_at_1,hit_rate_at_3,hit_rate_at_5,mrr,ndcg_at_5,context_precision,mean_retrieval_latency_ms,rouge_l
aws_s3,cloud_api,recursive,256,nomic-ai/nomic-embed-text-v1.5,67.6510419999996,8619.60608300069,294,197.87074829931973,47.696642319514424,0.6761904761904762,0.8761904761904762,0.9142857142857143,0.7741269841269841,0.809637133632906,0.2495238095238095,0.01914484761905435,0.634564253101091
aws_s3,cloud_api,recursive,512,BAAI/bge-large-en-v1.5,71.98062500000013,47998.840790999566,137,442.16058394160586,82.38987195716999,0.7142857142857143,0.9238095238095239,0.9428571428571428,0.8138095238095239,0.8467848135471548,0.3123809523809524,0.019678990476203393,0.6405653635201637
aws_s3,cloud_api,recursive,512,sentence-transformers/all-MiniLM-L6-v2,71.98062500000013,613.3604999995441,137,442.16058394160586,82.38987195716999,0.5714285714285714,0.7714285714285715,0.8666666666666667,0.6831746031746031,0.7290679488481585,0.26285714285714284,0.0135230190476507,0.5620459252845008
aws_s3,cloud_api,recursive,512,nomic-ai/nomic-embed-text-v1.5,71.98062500000013,8831.58604199707,137,442.16058394160586,82.38987195716999,0.6285714285714286,0.8857142857142857,0.9238095238095239,0.7546031746031746,0.7976538457337621,0.3085714285714286,0.016206714285708978,0.6186074426627025
aws_s3,cloud_api,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,594.031417,3705.6284590007635,54,1001.5370370370371,111.21729031627648,0.5904761904761905,0.7619047619047619,0.8571428571428571,0.6876190476190477,0.7296664773196029,0.3085714285714286,0.01488970476190486,0.5126046875443551
aws_s3,cloud_api,sentence_based,1024,BAAI/bge-large-en-v1.5,594.031417,7459.902834000786,54,1001.5370370370371,111.21729031627648,0.7047619047619048,0.9047619047619048,0.9142857142857143,0.7992063492063491,0.8288147868115877,0.3295238095238096,0.013741657142893987,0.603299535156932
aws_s3,cloud_api,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,594.031417,16185.851707999973,54,1001.5370370370371,111.21729031627648,0.7238095238095238,0.8761904761904762,0.9142857142857143,0.8053968253968253,0.8330292883868216,0.34095238095238095,0.013990438095261888,0.5836190597966444
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,28410.415375000015,24742.63795799925,348,155.07758620689654,140.36052619491647,0.6571428571428571,0.8761904761904762,0.9333333333333333,0.7688888888888888,0.8103932181324378,0.24761904761904766,0.03045043809520177,0.6319958619174302
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,47533.10049999982,20111.948374999884,331,163.08157099697885,133.624251077721,0.6476190476190476,0.8571428571428571,0.8952380952380953,0.7509523809523809,0.7874867717801937,0.2285714285714286,0.027509952380903934,0.6139378351765536
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,2271.7719999999986,1267.4748339995858,376,143.49468085106383,140.49687652091126,0.4857142857142857,0.7238095238095238,0.8380952380952381,0.6134920634920634,0.6693525380255891,0.2114285714285714,0.020799914285763946,0.554603734157171
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,48.545166999999445,41763.75320800071,70,911.0857142857143,174.0516953467022,0.6952380952380952,0.9047619047619048,0.9523809523809523,0.8003174603174603,0.8387952889819045,0.3657142857142857,0.013337285714243308,0.5941205467642978
aws_s3,cloud_api,recursive,1024,BAAI/bge-large-en-v1.5,48.545166999999445,19871.650416999728,70,911.0857142857143,174.0516953467022,0.7047619047619048,0.8952380952380953,0.9238095238095239,0.7987301587301586,0.8305919259709826,0.3504761904761906,0.016471828571475895,0.608011901002535
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,45537.06749999992,32267.114124999352,272,198.43014705882354,202.5837759965916,0.6285714285714286,0.8095238095238095,0.8952380952380953,0.7376190476190475,0.777150588909382,0.24190476190476193,0.020274999999944247,0.594763415650732
aws_s3,cloud_api,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,48.545166999999445,351.60512499987817,70,911.0857142857143,174.0516953467022,0.5428571428571428,0.7523809523809524,0.819047619047619,0.6585714285714286,0.6991881306923214,0.3066666666666667,0.011758819047595162,0.4978017236002992
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,1345.4714580000023,812.2251670001788,330,163.47878787878787,196.7330782951877,0.5047619047619047,0.7523809523809524,0.8571428571428571,0.6333333333333333,0.689060380329652,0.22476190476190477,0.01717862857141314,0.5575876370323561
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,27536.108584000005,28954.01479099928,298,181.09060402684563,205.6937724689813,0.638095238095238,0.8761904761904762,0.9333333333333333,0.760952380952381,0.80461025871067,0.259047619047619,0.04097063809523217,0.6286740570667121
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,330.67024999999984,1191.852874999313,363,161.82093663911846,77.63127796985503,0.6190476190476191,0.8095238095238095,0.8952380952380953,0.7269841269841271,0.7690652031010439,0.2342857142857143,0.009623790476218747,0.5886482964112121
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,1377.4617920000019,703.7675410001611,311,173.45980707395498,236.53689302249342,0.47619047619047616,0.7333333333333333,0.819047619047619,0.6136507936507937,0.665363931824506,0.20761904761904762,0.01507461904760006,0.5428681069325415
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,27355.792957999995,23261.920083001314,280,192.75357142857143,259.730698419595,0.6095238095238096,0.8285714285714286,0.9238095238095239,0.7314285714285714,0.7795931084580315,0.25523809523809526,0.03636939047619964,0.6002479201736112
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,330.67024999999984,21644.082875000095,363,161.82093663911846,77.63127796985503,0.7904761904761904,0.9238095238095239,0.9619047619047619,0.8634920634920635,0.8885129835728673,0.2438095238095238,0.028758714285655646,0.6422813626155032
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,46294.18941599988,47505.678292000084,251,215.02788844621514,248.0686256803463,0.6190476190476191,0.8095238095238095,0.8857142857142857,0.7257142857142856,0.7657931025739887,0.25523809523809526,0.03020473333331082,0.5939865314347983
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,260.51783400000073,21337.41616700081,277,207.0,145.6520506398577,0.7904761904761904,0.9333333333333333,0.9904761904761905,0.8684126984126984,0.8989791941448556,0.260952380952381,0.021000285714301015,0.6396449014110336
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,330.67024999999984,17920.623959000295,363,161.82093663911846,77.63127796985503,0.7904761904761904,0.9047619047619048,0.9523809523809523,0.8547619047619047,0.879350005452477,0.25142857142857145,0.022286133333294073,0.6365551995867469
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,260.51783400000073,22085.04733299924,277,207.0,145.6520506398577,0.7333333333333333,0.9333333333333333,0.9523809523809523,0.8344444444444445,0.8648113779349108,0.25333333333333335,0.01731907619047592,0.6357011453363264
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,260.51783400000073,785.1944580006602,277,207.0,145.6520506398577,0.6,0.7904761904761904,0.8666666666666667,0.7047619047619048,0.7455088477579768,0.22666666666666668,0.01525400952380502,0.5629493192388587
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,243.71274999999937,16755.65800000004,252,226.1626984126984,213.69439617780793,0.7714285714285715,0.9142857142857143,0.9809523809523809,0.858095238095238,0.889021056738753,0.2704761904761905,0.023095600000001496,0.6251699081275985
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,243.71274999999937,661.1582919995271,252,226.1626984126984,213.69439617780793,0.580952380952381,0.780952380952381,0.8571428571428571,0.6920634920634922,0.7337170335402903,0.22476190476190477,0.02274444761902538,0.5516772188575442
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,80.60720900002138,26037.02079100003,363,161.82093663911846,77.63127796985503,0.7904761904761904,0.9238095238095239,0.9619047619047619,0.8634920634920635,0.8885129835728673,0.2438095238095238,0.031090447619005108,0.6422813626155032
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,76.98091600000012,1014.343125000778,363,161.82093663911846,77.63127796985503,0.6190476190476191,0.8095238095238095,0.8952380952380953,0.7269841269841271,0.7690652031010439,0.2342857142857143,0.014403114285675502,0.5886482964112121
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,243.71274999999937,37578.08741700137,252,226.1626984126984,213.69439617780793,0.6857142857142857,0.9142857142857143,0.9428571428571428,0.8023809523809524,0.8384909952306743,0.2571428571428572,0.01890795238094899,0.6212490577329542
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,85.82404099979613,16317.03941699925,363,161.82093663911846,77.63127796985503,0.7904761904761904,0.9047619047619048,0.9523809523809523,0.8547619047619047,0.879350005452477,0.25142857142857145,0.02663965714279335,0.6365551995867469
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,67.04675000000293,805.63654100024,277,207.0,145.6520506398577,0.6,0.7904761904761904,0.8666666666666667,0.7047619047619048,0.7455088477579768,0.22666666666666668,0.010315904761940923,0.5629493192388587
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,69.86266700002375,29751.799499999834,277,207.0,145.6520506398577,0.7904761904761904,0.9333333333333333,0.9904761904761905,0.8684126984126984,0.8989791941448556,0.260952380952381,0.027519809523806907,0.6396449014110336
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,68.67291700018541,19977.418958999806,277,207.0,145.6520506398577,0.7333333333333333,0.9333333333333333,0.9523809523809523,0.8344444444444445,0.8648113779349108,0.25333333333333335,0.024503171428549193,0.6357011453363264
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,70.85737499983225,37968.82637500039,252,226.1626984126984,213.69439617780793,0.6857142857142857,0.9142857142857143,0.9428571428571428,0.8023809523809524,0.8384909952306743,0.2571428571428572,0.0224344761905386,0.6212490577329542
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,69.55233400000083,728.524875000403,252,226.1626984126984,213.69439617780793,0.580952380952381,0.780952380952381,0.8571428571428571,0.6920634920634922,0.7337170335402903,0.22476190476190477,0.0129234476190647,0.5516772188575442
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,69.26483399999483,38325.38025000031,252,226.1626984126984,213.69439617780793,0.7714285714285715,0.9142857142857143,0.9809523809523809,0.858095238095238,0.889021056738753,0.2704761904761905,0.029472238095216256,0.6251699081275985
azure_blob,cloud_api,fixed_size,256,sentence-transformers/all-MiniLM-L6-v2,13.914290999999857,705.4824580000059,160,255.70625,3.7040465625448067,0.58,0.76,0.82,0.6673333333333333,0.7054384987533432,0.21399999999999994,0.01135793000004881,0.5059074878377137
azure_blob,cloud_api,fixed_size,256,nomic-ai/nomic-embed-text-v1.5,13.914290999999857,5976.271290997829,160,255.70625,3.7040465625448067,0.63,0.81,0.85,0.7156666666666667,0.7494435626633045,0.22399999999999995,0.0142332300000092,0.5454318232598084
azure_blob,cloud_api,fixed_size,256,BAAI/bge-large-en-v1.5,13.914290999999857,40552.50504200012,160,255.70625,3.7040465625448067,0.69,0.85,0.91,0.7716666666666667,0.8063149737701203,0.236,0.025459170000026177,0.5556157958287646
azure_blob,cloud_api,fixed_size,512,sentence-transformers/all-MiniLM-L6-v2,14.093459000000585,411.5839590003816,80,511.4125,5.2218142201729085,0.5,0.69,0.78,0.6033333333333333,0.6472812731132376,0.2720000000000001,0.011400009999986693,0.42537614381464084
azure_blob,cloud_api,fixed_size,512,BAAI/bge-large-en-v1.5,14.093459000000585,28891.892416999326,80,511.4125,5.2218142201729085,0.66,0.83,0.9,0.7488333333333332,0.7864873843887292,0.32000000000000006,0.01121115000001005,0.4984969506262367
azure_blob,cloud_api,fixed_size,512,nomic-ai/nomic-embed-text-v1.5,14.093459000000585,6520.222875002219,80,511.4125,5.2218142201729085,0.64,0.86,0.91,0.7443333333333334,0.7859306858070789,0.32000000000000006,0.013279549999944962,0.5368987637695727
azure_blob,cloud_api,fixed_overlap,256,sentence-transformers/all-MiniLM-L6-v2,13.76170799999965,951.4863340000375,200,255.305,9.733548941675897,0.56,0.78,0.85,0.6781666666666666,0.7215289421555083,0.268,0.010975750000072892,0.5484470919065992
azure_blob,cloud_api,fixed_overlap,256,BAAI/bge-large-en-v1.5,13.76170799999965,57691.19200000023,200,255.305,9.733548941675897,0.69,0.87,0.93,0.7756666666666666,0.8141292012176287,0.30200000000000005,0.027842549999999022,0.5721220545618678
azure_blob,cloud_api,fixed_overlap,256,nomic-ai/nomic-embed-text-v1.5,13.76170799999965,8820.724375000282,200,255.305,9.733548941675897,0.59,0.88,0.9,0.7211666666666667,0.7667426492959416,0.29400000000000004,0.015128349999979918,0.5724809037410098
azure_blob,cloud_api,fixed_size,1024,BAAI/bge-large-en-v1.5,9.569916999999428,13312.19874999988,40,1022.825,7.337872648118117,0.7,0.87,0.92,0.7925,0.8248639934036737,0.42800000000000005,0.012163259999953269,0.49657790802155755
azure_blob,cloud_api,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,11.601416999999614,460.9994160000497,100,510.11,18.805262561315118,0.61,0.8,0.83,0.7058333333333333,0.7375597597779204,0.338,0.009580410000040729,0.5312702461938424
azure_blob,cloud_api,fixed_size,1024,nomic-ai/nomic-embed-text-v1.5,9.569916999999428,66897.67495900014,40,1022.825,7.337872648118117,0.67,0.88,0.93,0.7765000000000001,0.8152968159226113,0.4360000000000001,0.010720419999916686,0.521419975852637
azure_blob,cloud_api,fixed_size,1024,sentence-transformers/all-MiniLM-L6-v2,9.569916999999428,222.71487500074727,40,1022.825,7.337872648118117,0.6,0.79,0.86,0.696,0.7369256218971176,0.3739999999999999,0.010916179999993503,0.41235543854847134
azure_blob,cloud_api,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,11.601416999999614,8058.531583999866,100,510.11,18.805262561315118,0.67,0.83,0.87,0.755,0.7842479302872252,0.384,0.014118280000126049,0.5434876351225032
azure_blob,cloud_api,fixed_overlap,512,BAAI/bge-large-en-v1.5,11.601416999999614,28617.74741699992,100,510.11,18.805262561315118,0.76,0.89,0.95,0.8301666666666665,0.8600002612449547,0.37999999999999995,0.01671457999997017,0.5586040554950226
azure_blob,cloud_api,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,269.932292,557.3134999995091,165,247.64242424242425,19.664443073623417,0.58,0.79,0.85,0.6856666666666666,0.7269849864319161,0.21999999999999997,0.008877500000057381,0.5273668847667645
azure_blob,cloud_api,sentence_based,256,BAAI/bge-large-en-v1.5,269.932292,17622.270750000098,165,247.64242424242425,19.664443073623417,0.61,0.91,0.96,0.7548333333333332,0.8068433036011841,0.278,0.017742019999964498,0.5906098509657973
azure_blob,cloud_api,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,269.932292,10949.730833001013,165,247.64242424242425,19.664443073623417,0.62,0.85,0.91,0.7289999999999999,0.7743663913604868,0.24200000000000002,0.014952939999997028,0.5747290699994008
azure_blob,cloud_api,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,10.96637499999975,72547.23758399996,50,1018.18,40.74,0.67,0.89,0.93,0.7739999999999999,0.8133714552704481,0.44600000000000006,0.01292498999999836,0.5217017251474741
azure_blob,cloud_api,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,10.96637499999975,294.1689579993181,50,1018.18,40.74,0.67,0.85,0.88,0.7586666666666666,0.7895029271981028,0.364,0.009986259999905656,0.4743577705194179
azure_blob,cloud_api,fixed_overlap,1024,BAAI/bge-large-en-v1.5,10.96637499999975,14128.213042000425,50,1018.18,40.74,0.69,0.9,0.93,0.7903333333333333,0.8258122247338173,0.4060000000000001,0.012862069999854953,0.520344580298956
azure_blob,cloud_api,sentence_based,512,BAAI/bge-large-en-v1.5,388.36041600000027,10810.042082999644,80,510.9875,16.467007735165488,0.7,0.84,0.91,0.7759999999999999,0.8093070268256887,0.32000000000000006,0.011717920000027249,0.5422856401784625
azure_blob,cloud_api,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,388.36041600000027,12209.922624999308,80,510.9875,16.467007735165488,0.68,0.84,0.89,0.7648333333333333,0.7963689233154676,0.326,0.01374873999990811,0.524768338039122
azure_blob,cloud_api,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,388.36041600000027,285.27595900050073,80,510.9875,16.467007735165488,0.52,0.75,0.79,0.6373333333333333,0.6762272404847357,0.264,0.012764139999870139,0.48024877592853316
azure_blob,cloud_api,recursive,256,nomic-ai/nomic-embed-text-v1.5,55.677207999999645,8964.978124997288,210,217.0047619047619,37.44373526583047,0.56,0.83,0.9,0.6986666666666665,0.7495857747353258,0.23800000000000002,0.01683160999991884,0.5624231336647031
azure_blob,cloud_api,recursive,256,BAAI/bge-large-en-v1.5,55.677207999999645,29999.775833000058,210,217.0047619047619,37.44373526583047,0.58,0.86,0.93,0.7198333333333332,0.7728382396912228,0.25,0.022522470000048145,0.5912797974988063
azure_blob,cloud_api,recursive,256,sentence-transformers/all-MiniLM-L6-v2,55.677207999999645,992.2150000002148,210,217.0047619047619,37.44373526583047,0.51,0.75,0.86,0.6441666666666666,0.6983231819595062,0.222,0.013827480000099257,0.516283606502006
azure_blob,cloud_api,recursive,512,sentence-transformers/all-MiniLM-L6-v2,41.631041999999674,503.51304200012237,106,457.57547169811323,66.59578831280486,0.59,0.8,0.87,0.7014999999999999,0.7439103470840791,0.30000000000000004,0.010191300000101933,0.5189814592177684
azure_blob,cloud_api,recursive,512,BAAI/bge-large-en-v1.5,41.631041999999674,42307.39999999969,106,457.57547169811323,66.59578831280486,0.76,0.9,0.94,0.8340000000000001,0.8607528601990191,0.34,0.013105930000101296,0.5478320428265244
azure_blob,cloud_api,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,484.37754200000074,177.8586250002263,40,1022.15,72.36143655290434,0.64,0.79,0.83,0.7183333333333334,0.7466293352157962,0.37800000000000006,0.009617900000016277,0.47254336241356415
azure_blob,cloud_api,sentence_based,1024,BAAI/bge-large-en-v1.5,484.37754200000074,5253.865333000249,40,1022.15,72.36143655290434,0.71,0.85,0.89,0.7868333333333333,0.8129332177620597,0.40199999999999997,0.013078689999961313,0.4778815903353055
azure_blob,cloud_api,recursive,512,nomic-ai/nomic-embed-text-v1.5,41.631041999999674,7561.270082998817,106,457.57547169811323,66.59578831280486,0.69,0.86,0.93,0.7788333333333333,0.8164873843887291,0.338,0.014023770000068936,0.5465146937800555
azure_blob,cloud_api,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,484.37754200000074,15944.300791999922,40,1022.15,72.36143655290434,0.7,0.85,0.94,0.7888333333333333,0.8264102130859118,0.4220000000000001,0.01287914999993589,0.5130690188885741
azure_blob,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,24489.62904200002,24412.124209000467,299,136.48829431438128,129.31340049892606,0.55,0.8,0.91,0.6893333333333334,0.74462706450577,0.248,0.02955959999990654,0.5511285399041634
azure_blob,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,1396.5566669999987,737.7311669997653,328,124.26829268292683,124.38402363691833,0.43,0.66,0.77,0.5576666666666666,0.6106991718986263,0.204,0.015292450000021773,0.49256580413378453
azure_blob,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,45896.70137500025,21503.31841699972,314,129.8535031847134,121.02449166705513,0.56,0.75,0.86,0.6705,0.7176423393188087,0.234,0.029325050000021946,0.5197047504943951
