corpus_id,domain,strategy,chunk_size,embedding_model,threshold,hit_rate_at_1,hit_rate_at_3,hit_rate_at_5,mrr,ndcg_at_5,context_precision
arduino,hardware_manual,fixed_overlap,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.73,0.91,0.93,0.8211666666666666,0.8491240542245125,0.284
arduino,hardware_manual,fixed_overlap,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.7,0.89,0.93,0.7994999999999999,0.8327375853859804,0.23799999999999996
arduino,hardware_manual,fixed_overlap,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.69,0.89,0.92,0.7876666666666666,0.8212450472527548,0.21199999999999997
arduino,hardware_manual,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.87,0.95,0.95,0.91,0.9204743802857166,0.6759999999999999
arduino,hardware_manual,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.74,0.9,0.93,0.8215,0.8490646896897143,0.434
arduino,hardware_manual,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.61,0.8,0.86,0.7075,0.7456702739067506,0.28400000000000003
arduino,hardware_manual,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.54,0.75,0.81,0.6446666666666667,0.6861085114151391,0.206
arduino,hardware_manual,fixed_overlap,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.51,0.71,0.78,0.6121666666666667,0.6541059794601584,0.17399999999999996
arduino,hardware_manual,fixed_overlap,512,BAAI/bge-large-en-v1.5,0.5,0.9,0.96,0.98,0.9333333333333335,0.9451600188400406,0.75
arduino,hardware_manual,fixed_overlap,512,BAAI/bge-large-en-v1.5,0.6,0.8,0.94,0.97,0.8703333333333333,0.895575034590959,0.508
arduino,hardware_manual,fixed_overlap,512,BAAI/bge-large-en-v1.5,0.7,0.7,0.88,0.92,0.7933333333333333,0.8255572278229397,0.33799999999999997
arduino,hardware_manual,fixed_overlap,512,BAAI/bge-large-en-v1.5,0.8,0.63,0.82,0.89,0.731,0.7708535145042614,0.236
arduino,hardware_manual,fixed_overlap,512,BAAI/bge-large-en-v1.5,0.9,0.6,0.81,0.88,0.706,0.7495442169685468,0.20799999999999996
arduino,hardware_manual,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.92,0.96,0.98,0.9428333333333333,0.9521031862602232,0.71
arduino,hardware_manual,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.77,0.91,0.97,0.8463333333333334,0.8771806188079952,0.44800000000000006
arduino,hardware_manual,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.7,0.83,0.91,0.7753333333333333,0.8086083774169717,0.30800000000000005
arduino,hardware_manual,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.64,0.78,0.87,0.7216666666666666,0.7583533805060939,0.23199999999999996
arduino,hardware_manual,fixed_overlap,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.61,0.77,0.86,0.7016666666666665,0.7409719755775229,0.20799999999999996
arduino,hardware_manual,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.86,0.95,0.96,0.9053333333333333,0.919342908358062,0.7319999999999999
arduino,hardware_manual,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.74,0.86,0.87,0.8008333333333333,0.8187090384735941,0.516
arduino,hardware_manual,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.59,0.74,0.77,0.6686666666666667,0.6945029271981028,0.30399999999999994
arduino,hardware_manual,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.49,0.62,0.69,0.5648333333333333,0.5960545618697917,0.19799999999999998
arduino,hardware_manual,fixed_overlap,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.43,0.55,0.63,0.5023333333333333,0.534052029914811,0.15999999999999998
arduino,hardware_manual,fixed_overlap,1024,BAAI/bge-large-en-v1.5,0.5,0.92,0.98,0.98,0.945,0.9539278926071438,0.78
arduino,hardware_manual,fixed_overlap,1024,BAAI/bge-large-en-v1.5,0.6,0.8,0.91,0.91,0.845,0.8615464876785728,0.5539999999999999
arduino,hardware_manual,fixed_overlap,1024,BAAI/bge-large-en-v1.5,0.7,0.69,0.82,0.84,0.7516666666666666,0.7740879114471845,0.32800000000000007
arduino,hardware_manual,fixed_overlap,1024,BAAI/bge-large-en-v1.5,0.8,0.55,0.74,0.76,0.6433333333333333,0.6732529941971864,0.21999999999999997
arduino,hardware_manual,fixed_overlap,1024,BAAI/bge-large-en-v1.5,0.9,0.49,0.66,0.7,0.5766666666666667,0.6079386327515107,0.174
arduino,hardware_manual,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.88,0.97,0.97,0.9233333333333335,0.9354743802857166,0.778
arduino,hardware_manual,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.76,0.93,0.93,0.8366666666666666,0.8607115704285749,0.54
arduino,hardware_manual,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.65,0.81,0.86,0.7288333333333332,0.7615645556915469,0.32800000000000007
arduino,hardware_manual,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.54,0.71,0.79,0.6331666666666667,0.6720980325157268,0.22599999999999998
arduino,hardware_manual,fixed_overlap,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.5,0.65,0.75,0.5876666666666667,0.6276547310973769,0.188
arduino,hardware_manual,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.79,0.9,0.94,0.8478333333333333,0.8709539075645492,0.47800000000000004
arduino,hardware_manual,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.7,0.85,0.91,0.7796666666666668,0.8121806188079954,0.29400000000000004
arduino,hardware_manual,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.6,0.77,0.81,0.6813333333333332,0.7135670876465273,0.2
arduino,hardware_manual,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.54,0.74,0.79,0.6355000000000001,0.6741831507629759,0.16999999999999996
arduino,hardware_manual,sentence_based,256,sentence-transformers/all-MiniLM-L6-v2,0.9,0.51,0.73,0.78,0.6138333333333335,0.6554924482986906,0.15999999999999998
arduino,hardware_manual,sentence_based,256,BAAI/bge-large-en-v1.5,0.5,0.85,0.94,0.96,0.8944999999999999,0.9110310788673667,0.508
arduino,hardware_manual,sentence_based,256,BAAI/bge-large-en-v1.5,0.6,0.79,0.92,0.94,0.8511666666666666,0.8736496739387958,0.31000000000000005
arduino,hardware_manual,sentence_based,256,BAAI/bge-large-en-v1.5,0.7,0.7,0.88,0.91,0.7848333333333332,0.8164460946182848,0.21799999999999997
arduino,hardware_manual,sentence_based,256,BAAI/bge-large-en-v1.5,0.8,0.65,0.87,0.9,0.7531666666666667,0.7903739872254286,0.19199999999999995
arduino,hardware_manual,sentence_based,256,BAAI/bge-large-en-v1.5,0.9,0.62,0.83,0.87,0.7184999999999999,0.756623920226345,0.17799999999999996
arduino,hardware_manual,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,0.5,0.84,0.94,0.96,0.8923333333333333,0.9095207339661219,0.494
arduino,hardware_manual,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,0.6,0.77,0.93,0.94,0.8475,0.8713276335450233,0.30400000000000005
arduino,hardware_manual,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.68,0.89,0.9,0.7775,0.8089462286164525,0.214
arduino,hardware_manual,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.65,0.87,0.89,0.7528333333333334,0.7878147566887977,0.18799999999999997
arduino,hardware_manual,sentence_based,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.61,0.84,0.86,0.7178333333333333,0.7541240542245125,0.17599999999999993
arduino,hardware_manual,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.83,0.94,0.95,0.8841666666666665,0.9010904434021652,0.618
arduino,hardware_manual,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.72,0.86,0.9,0.7916666666666665,0.8190107401443669,0.3820000000000001
arduino,hardware_manual,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.54,0.77,0.81,0.6516666666666667,0.6918665253586544,0.24799999999999997
arduino,hardware_manual,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.45,0.69,0.76,0.5715,0.6189103470840791,0.17199999999999996
arduino,hardware_manual,sentence_based,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.43,0.66,0.74,0.5506666666666666,0.598217112664813,0.15199999999999997
arduino,hardware_manual,sentence_based,512,BAAI/bge-large-en-v1.5,0.5,0.85,0.95,0.98,0.9009999999999999,0.9207706669670382,0.664
arduino,hardware_manual,sentence_based,512,BAAI/bge-large-en-v1.5,0.6,0.74,0.92,0.97,0.831,0.8659306858070789,0.41800000000000004
arduino,hardware_manual,sentence_based,512,BAAI/bge-large-en-v1.5,0.7,0.68,0.87,0.92,0.7748333333333332,0.8113689233154675,0.28
arduino,hardware_manual,sentence_based,512,BAAI/bge-large-en-v1.5,0.8,0.61,0.79,0.86,0.7055,0.7441059794601584,0.18999999999999997
arduino,hardware_manual,sentence_based,512,BAAI/bge-large-en-v1.5,0.9,0.59,0.77,0.84,0.6855,0.7241059794601584,0.17199999999999996
arduino,hardware_manual,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.83,0.98,0.99,0.8986666666666667,0.9219615034294912,0.628
arduino,hardware_manual,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.74,0.93,0.97,0.839,0.8722993478775919,0.39800000000000013
arduino,hardware_manual,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.67,0.86,0.91,0.7709999999999999,0.8061678759499372,0.272
arduino,hardware_manual,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.6,0.78,0.85,0.7015,0.738910347084079,0.18799999999999997
arduino,hardware_manual,sentence_based,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.58,0.77,0.85,0.6885000000000001,0.7290881726921391,0.17399999999999996
arduino,hardware_manual,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.91,0.98,1.0,0.9445,0.9584124837959378,0.6960000000000001
arduino,hardware_manual,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.73,0.83,0.88,0.7869999999999999,0.8102606731452832,0.44000000000000017
arduino,hardware_manual,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.55,0.71,0.73,0.6311666666666668,0.6565054591530832,0.254
arduino,hardware_manual,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.43,0.58,0.61,0.5048333333333335,0.5314460946182851,0.156
arduino,hardware_manual,sentence_based,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.37,0.53,0.57,0.4523333333333334,0.4820621577347336,0.12599999999999997
arduino,hardware_manual,sentence_based,1024,BAAI/bge-large-en-v1.5,0.5,0.94,0.99,0.99,0.9616666666666667,0.9689278926071436,0.74
arduino,hardware_manual,sentence_based,1024,BAAI/bge-large-en-v1.5,0.6,0.82,0.91,0.93,0.8628333333333333,0.8797217813316521,0.5100000000000001
arduino,hardware_manual,sentence_based,1024,BAAI/bge-large-en-v1.5,0.7,0.62,0.81,0.83,0.7095,0.7401961616173688,0.30200000000000005
arduino,hardware_manual,sentence_based,1024,BAAI/bge-large-en-v1.5,0.8,0.46,0.66,0.73,0.5643333333333334,0.6058535145042615,0.17799999999999996
arduino,hardware_manual,sentence_based,1024,BAAI/bge-large-en-v1.5,0.9,0.4,0.62,0.68,0.5123333333333333,0.5546035815033452,0.14199999999999996
arduino,hardware_manual,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.89,1.0,1.0,0.9433333333333335,0.9580929753571458,0.722
arduino,hardware_manual,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.73,0.93,0.97,0.8301666666666666,0.8655518128334887,0.48
arduino,hardware_manual,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.55,0.8,0.87,0.6776666666666666,0.7260907046471198,0.30800000000000005
arduino,hardware_manual,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.44,0.68,0.77,0.5688333333333333,0.6192659983001991,0.19999999999999996
arduino,hardware_manual,sentence_based,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.4,0.65,0.74,0.5271666666666667,0.5803381056930553,0.15799999999999997
arduino,hardware_manual,recursive,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.76,0.91,0.96,0.8448333333333333,0.8739875183868966,0.4640000000000001
arduino,hardware_manual,recursive,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.66,0.9,0.94,0.784,0.8238458355561644,0.308
arduino,hardware_manual,recursive,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.59,0.87,0.91,0.7240000000000001,0.7712272404847355,0.214
arduino,hardware_manual,recursive,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.57,0.85,0.89,0.7056666666666667,0.7525365380204501,0.19599999999999998
arduino,hardware_manual,recursive,256,sentence-transformers/all-MiniLM-L6-v2,0.9,0.55,0.83,0.88,0.6876666666666666,0.7364050660927955,0.18599999999999997
arduino,hardware_manual,recursive,256,BAAI/bge-large-en-v1.5,0.5,0.8,0.9,0.97,0.861,0.8879977292899739,0.48599999999999993
arduino,hardware_manual,recursive,256,BAAI/bge-large-en-v1.5,0.6,0.71,0.89,0.94,0.8065000000000001,0.8402968159226112,0.3360000000000001
arduino,hardware_manual,recursive,256,BAAI/bge-large-en-v1.5,0.7,0.63,0.86,0.92,0.7518333333333334,0.7944025341378148,0.22999999999999995
arduino,hardware_manual,recursive,256,BAAI/bge-large-en-v1.5,0.8,0.62,0.86,0.91,0.7448333333333333,0.7868433036011839,0.204
arduino,hardware_manual,recursive,256,BAAI/bge-large-en-v1.5,0.9,0.59,0.85,0.9,0.7231666666666666,0.7681526011368984,0.19199999999999995
arduino,hardware_manual,recursive,256,nomic-ai/nomic-embed-text-v1.5,0.5,0.82,0.95,0.98,0.8886666666666666,0.9118843321266735,0.47800000000000004
arduino,hardware_manual,recursive,256,nomic-ai/nomic-embed-text-v1.5,0.6,0.77,0.93,0.96,0.8503333333333333,0.878193629662388,0.32
arduino,hardware_manual,recursive,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.7,0.92,0.95,0.8086666666666666,0.8447401173409608,0.22799999999999998
arduino,hardware_manual,recursive,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.68,0.9,0.94,0.789,0.8272993478775916,0.212
arduino,hardware_manual,recursive,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.66,0.88,0.94,0.7751666666666666,0.8167839390663856,0.19999999999999996
arduino,hardware_manual,recursive,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.86,0.92,0.95,0.8948333333333334,0.9085903094039977,0.612
arduino,hardware_manual,recursive,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.73,0.87,0.88,0.8003333333333333,0.8208893960366348,0.40199999999999997
arduino,hardware_manual,recursive,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.66,0.79,0.82,0.7286666666666666,0.7518843321266735,0.24799999999999997
arduino,hardware_manual,recursive,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.57,0.74,0.76,0.654,0.6810672216446949,0.17999999999999997
arduino,hardware_manual,recursive,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.56,0.73,0.75,0.6456666666666666,0.6723765191804094,0.16599999999999998
arduino,hardware_manual,recursive,512,BAAI/bge-large-en-v1.5,0.5,0.88,0.96,0.99,0.9225,0.9394667844207747,0.674
arduino,hardware_manual,recursive,512,BAAI/bge-large-en-v1.5,0.6,0.79,0.93,0.98,0.8643333333333334,0.8933120907356499,0.446
arduino,hardware_manual,recursive,512,BAAI/bge-large-en-v1.5,0.7,0.7,0.87,0.93,0.7875,0.8230516788353214,0.296
arduino,hardware_manual,recursive,512,BAAI/bge-large-en-v1.5,0.8,0.62,0.83,0.91,0.7308333333333333,0.7755931026039329,0.22599999999999995
arduino,hardware_manual,recursive,512,BAAI/bge-large-en-v1.5,0.9,0.59,0.82,0.9,0.7125,0.7595209952110765,0.20600000000000002
arduino,hardware_manual,recursive,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.86,0.96,0.96,0.9066666666666667,0.9204743802857166,0.628
arduino,hardware_manual,recursive,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.77,0.92,0.95,0.8441666666666666,0.8710132720993475,0.414
arduino,hardware_manual,recursive,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.69,0.87,0.9,0.7769999999999999,0.8081936296623882,0.28600000000000003
arduino,hardware_manual,recursive,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.63,0.81,0.86,0.7186666666666666,0.7541885657524269,0.20999999999999996
arduino,hardware_manual,recursive,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.61,0.8,0.86,0.7068333333333334,0.745237451387813,0.19399999999999998
arduino,hardware_manual,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.88,0.95,0.99,0.9201666666666667,0.937458837476343,0.736
arduino,hardware_manual,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.75,0.86,0.94,0.8169999999999998,0.8472990798812569,0.5219999999999999
arduino,hardware_manual,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.62,0.73,0.79,0.6851666666666667,0.7113095587806691,0.314
arduino,hardware_manual,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.48,0.63,0.7,0.5621666666666667,0.5964873843887293,0.20799999999999996
arduino,hardware_manual,recursive,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.43,0.59,0.66,0.5176666666666666,0.5532349194328323,0.15999999999999998
arduino,hardware_manual,recursive,1024,BAAI/bge-large-en-v1.5,0.5,0.97,0.99,1.0,0.9803333333333333,0.9851778256080599,0.78
arduino,hardware_manual,recursive,1024,BAAI/bge-large-en-v1.5,0.6,0.85,0.94,0.98,0.899,0.919206372520446,0.568
arduino,hardware_manual,recursive,1024,BAAI/bge-large-en-v1.5,0.7,0.68,0.81,0.87,0.7508333333333332,0.7804330837638921,0.35200000000000004
arduino,hardware_manual,recursive,1024,BAAI/bge-large-en-v1.5,0.8,0.58,0.75,0.83,0.6698333333333334,0.7094794374442975,0.23999999999999996
